"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.824197057E1,1.647775650E0,2.994461536E0,1.618992805E0,3.781944234E0
3.824676598E1,1.341518879E0,3.034278393E0,1.252561331E0,3.546185014E0
3.825156140E1,1.208953857E0,2.906733990E0,1.030856609E0,3.312602793E0
3.825635687E1,1.240358353E0,2.626475811E0,9.370615482E-1,3.052040035E0
3.826115228E1,1.399717331E0,2.275200605E0,1.021196127E0,2.859823059E0
3.826594770E1,1.696553230E0,1.884578824E0,1.166178703E0,2.791039766E0
3.827074312E1,1.927732944E0,1.550771236E0,1.281548977E0,2.786290278E0
3.827553854E1,2.055348873E0,1.300174952E0,1.148298025E0,2.689517103E0
3.828033395E1,2.106158733E0,1.118503332E0,9.447584152E-1,2.565058046E0
3.828512937E1,2.188106060E0,9.459226727E-1,7.653284073E-1,2.503658404E0
3.828992479E1,2.330128193E0,7.754310966E-1,5.870883465E-1,2.524968021E0
3.829472020E1,2.570599079E0,5.142232180E-1,5.707631111E-1,2.682941608E0
3.829951567E1,2.768538475E0,3.205136657E-1,5.516190529E-1,2.841094486E0
3.830431109E1,2.821403980E0,1.774956584E-1,4.537959099E-1,2.863172341E0
3.830910650E1,2.662606716E0,1.397054791E-1,3.163101673E-1,2.684966344E0
3.831390192E1,2.428650856E0,1.370362639E-1,5.830955505E-2,2.433212675E0
3.831869734E1,2.265289307E0,1.067842245E-1,-1.242706776E-1,2.271207105E0
3.832349275E1,2.219998837E0,8.447402716E-2,-3.827621937E-1,2.254337506E0
3.832828817E1,2.139468193E0,1.056753993E-1,-5.480359793E-1,2.211070979E0
3.833308359E1,2.018642426E0,1.195974350E-1,-6.904690266E-1,2.136812642E0
3.833787900E1,1.842909813E0,1.374356747E-1,-6.676378250E-1,1.964928856E0
3.834267442E1,1.676602840E0,1.202752590E-1,-6.262911558E-1,1.793795929E0
3.834746989E1,1.572164536E0,5.089390278E-2,-6.049886942E-1,1.685319802E0
3.835226525E1,1.426627636E0,1.246231794E-2,-6.327123642E-1,1.560687879E0
3.835706072E1,1.364173412E0,1.654511690E-2,-7.935013771E-1,1.578254503E0
3.836185614E1,1.379800797E0,-3.933548927E-3,-9.036183357E-1,1.649361030E0
3.836665156E1,1.533133507E0,-6.776946783E-2,-9.084025621E-1,1.783335713E0
3.837144697E1,1.828902245E0,-2.338755727E-1,-8.245303631E-1,2.019760264E0
3.837624239E1,2.157213211E0,-4.104869366E-1,-6.635295153E-1,2.293979028E0
3.838103781E1,2.508724213E0,-5.991754532E-1,-5.562164783E-1,2.638576353E0
3.838583322E1,2.814379215E0,-7.131599784E-1,-4.921407700E-1,2.944746179E0
3.839062864E1,2.993235588E0,-7.424472570E-1,-7.452600002E-1,3.172711724E0
3.839542406E1,3.150860310E0,-7.440679073E-1,-8.913050890E-1,3.357972975E0
3.840021947E1,3.356776714E0,-7.847006321E-1,-9.034408331E-1,3.563693355E0
3.840501494E1,3.548894882E0,-8.928501606E-1,-7.575125694E-1,3.737065906E0
3.840981036E1,3.672251701E0,-9.490798116E-1,-5.492746830E-1,3.832478014E0
3.841460578E1,3.741177082E0,-9.846844673E-1,-4.702548981E-1,3.897069300E0
3.841940119E1,3.724515915E0,-9.281929731E-1,-3.630926609E-1,3.855567050E0
3.842419661E1,3.670024872E0,-8.753913045E-1,-4.147931337E-1,3.795714141E0
3.842899202E1,3.589558601E0,-7.975472212E-1,-4.369620085E-1,3.702964801E0
3.843378744E1,3.530856609E0,-6.801307797E-1,-5.854746103E-1,3.643117730E0
3.843858286E1,3.450790882E0,-5.970826149E-1,-6.694557667E-1,3.565478423E0
3.844337828E1,3.380353928E0,-5.387759209E-1,-6.584231853E-1,3.485770110E0
3.844817369E1,3.278825283E0,-4.574459195E-1,-6.221635342E-1,3.368536696E0
3.845296916E1,3.081655979E0,-3.463154435E-1,-6.803301573E-1,3.174805046E0
3.845776458E1,2.851089001E0,-1.865976453E-1,-9.044349194E-1,2.996920035E0
3.846255999E1,2.611013412E0,-2.159255743E-2,-1.215566397E0,2.880183838E0
3.846735541E1,2.500012398E0,6.736314297E-2,-1.379591823E0,2.856199114E0
3.847215083E1,2.419869423E0,4.692506790E-2,-1.526148796E0,2.861310912E0
3.847694624E1,2.425426960E0,-1.592206955E-2,-1.483643651E0,2.843263606E0
3.848174166E1,2.411346436E0,-7.586914301E-2,-1.393667340E0,2.786154413E0
3.848653708E1,2.444515705E0,-1.187615991E-1,-1.242171407E0,2.744585789E0
3.849133249E1,2.388652325E0,-7.803881168E-2,-1.201186657E0,2.674808286E0
3.849612791E1,2.318049908E0,-7.115620375E-2,-1.322538376E0,2.669742747E0
3.850092333E1,2.290237427E0,-8.621966839E-2,-1.275403500E0,2.622837278E0
3.850571880E1,2.384238720E0,-1.564837694E-1,-1.204785347E0,2.675927723E0
3.851051421E1,2.530776978E0,-3.296877742E-1,-8.134274483E-1,2.678654579E0
3.851530963E1,2.686975479E0,-5.412387848E-1,-5.069112778E-1,2.787424562E0
3.852010504E1,2.774149418E0,-6.741802692E-1,-1.692918539E-1,2.859909747E0
3.852490046E1,2.802119255E0,-7.502552271E-1,-1.947128773E-2,2.900885099E0
3.852969588E1,2.873852253E0,-8.913593292E-1,3.163291216E-1,3.025493735E0
3.853449130E1,2.975017071E0,-1.054179907E0,6.685402393E-1,3.226293213E0
3.853928671E1,3.026709080E0,-1.262429118E0,9.535579681E-1,3.415255178E0
3.854408213E1,3.005003929E0,-1.449118376E0,1.168801665E0,3.534980907E0
3.854887754E1,2.895518303E0,-1.547668695E0,1.287701488E0,3.526681125E0
3.855367296E1,2.853505135E0,-1.591889143E0,1.290528297E0,3.513127650E0
3.855846843E1,2.893040657E0,-1.612834454E0,1.253047943E0,3.541334263E0
3.856326385E1,2.915928364E0,-1.612807035E0,1.267978787E0,3.565326768E0
3.856805926E1,2.919785023E0,-1.622618794E0,1.213296890E0,3.553888810E0
3.857285468E1,2.921333790E0,-1.728043914E0,1.437866449E0,3.686161527E0
3.857765010E1,2.963547230E0,-1.756625891E0,1.606462479E0,3.801193023E0
3.858244551E1,3.036694527E0,-1.806397676E0,1.830788851E0,3.979494193E0
3.858724093E1,3.147745609E0,-1.795948029E0,2.052280664E0,4.164803437E0
3.859203635E1,3.272628307E0,-1.751431704E0,2.420384884E0,4.431238206E0
3.859683176E1,3.346742153E0,-1.718120575E0,2.812317371E0,4.696993756E0
3.860162718E1,3.374897957E0,-1.636202931E0,3.081734180E0,4.854295192E0
3.860642260E1,3.283060074E0,-1.610941291E0,3.159174681E0,4.832597640E0
3.861121807E1,3.190971851E0,-1.506039381E0,3.076527596E0,4.681397016E0
3.861601348E1,3.046128273E0,-1.300418496E0,2.903944016E0,4.404869642E0
3.862080890E1,2.939435482E0,-1.069087029E0,2.701967001E0,4.133261872E0
3.862560432E1,2.691461086E0,-5.432938337E-1,2.161855936E0,3.494674814E0
3.863039973E1,2.780201435E0,-4.887063503E-1,2.088289976E0,3.511311570E0
3.863519515E1,2.756028175E0,-3.261900246E-1,1.718671799E0,3.264341279E0
3.863999057E1,2.805556774E0,-2.374451756E-1,1.679930687E0,3.278672923E0
3.864478598E1,2.945432186E0,-1.671770811E-1,1.722865343E0,3.416399264E0
3.864958140E1,3.065601826E0,-1.008078456E-1,1.579269648E0,3.449952086E0
3.865437682E1,3.177999496E0,-4.779696465E-3,1.229583740E0,3.407576825E0
3.865917229E1,3.313711643E0,9.004223347E-2,1.034598351E0,3.472633900E0
3.866396770E1,3.439313412E0,4.061287642E-2,1.063643932E0,3.600258958E0
3.866876312E1,3.399527550E0,-7.153558731E-2,1.170969009E0,3.596258239E0
3.867355854E1,3.244754791E0,-1.841592789E-1,1.000392437E0,3.400460752E0
3.867835395E1,3.159125328E0,-2.994802594E-1,9.101663828E-1,3.301236754E0
3.868314937E1,3.049313545E0,-3.409758210E-1,6.439790726E-1,3.135169318E0
3.868794478E1,2.896227360E0,-3.828173280E-1,3.908227086E-1,2.947443709E0
3.869274020E1,2.690429211E0,-3.723255694E-1,-1.347088814E-2,2.716103299E0
3.869753562E1,2.563594341E0,-3.882639408E-1,-5.239020586E-1,2.645229329E0
3.870233104E1,2.420196056E0,-3.827804029E-1,-1.198229313E0,2.727567281E0
3.870712645E1,2.604656219E0,-4.342820644E-1,-1.919109821E0,3.264324959E0
3.871192192E1,2.612490654E0,-2.513653040E-1,-2.822932720E0,3.854509187E0
3.871671734E1,2.838337421E0,-2.406110764E-1,-3.542759657E0,4.545899140E0
3.872151275E1,3.081229687E0,-2.535104752E-1,-4.159420490E0,5.182569127E0
3.872630817E1,3.324363708E0,-3.425223827E-1,-4.706847191E0,5.772618654E0
3.873110359E1,3.658398628E0,-4.595792592E-1,-4.890316010E0,6.124564008E0
3.873589900E1,4.078226089E0,-5.590587258E-1,-4.923000813E0,6.417196560E0
3.874069442E1,4.440152645E0,-7.053113580E-1,-4.704906940E0,6.507577809E0
3.874548984E1,4.763286591E0,-8.836668134E-1,-4.328763008E0,6.496764992E0
3.875028525E1,5.007064342E0,-1.060323715E0,-3.709215879E0,6.320859289E0
3.875508067E1,5.087960243E0,-1.237657905E0,-2.906359196E0,5.988827957E0
3.875987609E1,4.958376884E0,-1.327435017E0,-2.099734783E0,5.545851712E0
3.876467156E1,4.675897121E0,-1.349358678E0,-1.511685371E0,5.096074508E0
3.876946697E1,4.255023003E0,-1.296924710E0,-8.859823942E-1,4.535658636E0
3.877426239E1,3.772385120E0,-1.211363792E0,-3.226423562E-1,3.975221984E0
3.877905781E1,3.278224468E0,-1.102561951E0,2.476518750E-1,3.467525050E0
3.878385322E1,2.753417015E0,-9.707531333E-1,6.503710747E-1,2.991095023E0
3.878864864E1,2.336620331E0,-8.685087562E-1,8.164259791E-1,2.623099962E0
3.879344406E1,2.051648617E0,-7.666975260E-1,6.745831966E-1,2.291756888E0
3.879823947E1,1.903207779E0,-7.723686695E-1,3.764710426E-1,2.088177114E0
3.880303489E1,1.695237160E0,-9.232745767E-1,2.818822861E-2,1.930559387E0
3.880783031E1,1.506728649E0,-1.164175630E0,-5.367823839E-1,1.978300141E0
3.881262572E1,1.366368771E0,-1.511518717E0,-1.157729149E0,2.343499356E0
3.881742114E1,1.250238419E0,-1.948054314E0,-1.851289392E0,2.963997997E0
3.882221661E1,1.170304298E0,-2.384798527E0,-2.366306305E0,3.557566822E0
3.882701202E1,1.121781349E0,-2.756778240E0,-2.863122463E0,4.129853496E0
3.883180744E1,1.032961845E0,-3.054213285E0,-3.370334387E0,4.664159393E0
3.883660286E1,8.728609085E-1,-3.324888945E0,-3.913577557E0,5.208921381E0
3.884139828E1,7.395887375E-1,-3.492165565E0,-4.441944122E0,5.698515546E0
3.884619369E1,5.948982239E-1,-3.625221491E0,-4.830701828E0,6.068922055E0
3.885098911E1,4.531316757E-1,-3.663960457E0,-5.096980095E0,6.293579318E0
3.885578453E1,3.238162994E-1,-3.739541769E0,-5.305981636E0,6.499420802E0
3.886057994E1,1.112871170E-1,-3.770456076E0,-5.183537006E0,6.410755005E0
3.886537536E1,-2.537584305E-1,-3.759476185E0,-4.900501251E0,6.181663776E0
3.887017083E1,-7.497510910E-1,-3.604685545E0,-4.649002552E0,5.930354906E0
3.887496624E1,-1.307347298E0,-3.357557297E0,-4.298083305E0,5.608553116E0
3.887976166E1,-1.924222946E0,-2.964805841E0,-3.690945148E0,5.110360429E0
3.888455708E1,-2.468975067E0,-2.351820946E0,-3.101140022E0,4.609118037E0
3.888935249E1,-2.824665070E0,-1.649336815E0,-2.314443111E0,4.006955403E0
3.889414791E1,-3.001110077E0,-9.612202048E-1,-1.520585537E0,3.498969327E0
3.889894333E1,-2.986560822E0,-3.977182806E-1,-9.994170666E-1,3.174359753E0
3.890373874E1,-2.833777428E0,2.947756648E-2,-5.806180239E-1,2.892798079E0
3.890853416E1,-2.679093361E0,4.331060052E-1,-2.560716867E-1,2.725930072E0
3.891332958E1,-2.534392357E0,7.658637166E-1,4.953360558E-2,2.648045587E0
3.891812499E1,-2.385239601E0,1.066733718E0,1.682104766E-1,2.618316930E0
3.892292041E1,-2.341480255E0,1.190493226E0,3.961944282E-1,2.656458908E0
3.892771588E1,-2.390974998E0,1.343173146E0,3.882928193E-1,2.769773792E0
3.893251130E1,-2.540733337E0,1.350464702E0,5.115834475E-1,2.922464444E0
3.893730671E1,-2.671119690E0,1.224693894E0,5.728078485E-1,2.993804330E0
3.894210213E1,-2.705681801E0,9.330681562E-1,6.435724497E-1,2.933515926E0
3.894689755E1,-2.635011673E0,4.043918550E-1,7.850642800E-1,2.779054734E0
3.895169296E1,-2.378042221E0,-1.504555047E-1,6.891125441E-1,2.480443058E0
3.895648838E1,-1.961332321E0,-7.333672047E-1,5.831095576E-1,2.173630301E0
3.896128380E1,-1.499813080E0,-1.219773293E0,6.109565496E-1,2.027450139E0
3.896607921E1,-1.043721199E0,-1.568966746E0,5.992379189E-1,1.977396439E0
3.897087463E1,-5.930461884E-1,-1.778533936E0,5.159514546E-1,1.944503187E0
3.897567010E1,-2.409744263E-1,-1.874746203E0,4.775875807E-1,1.949572235E0
3.898046551E1,-8.885383606E-3,-1.891218424E0,3.550521135E-1,1.924278587E0
3.898526093E1,2.300529480E-1,-1.846801043E0,9.898975492E-2,1.863705294E0
3.899005635E1,3.611450195E-1,-1.789108157E0,-4.795874655E-2,1.825824133E0
3.899485176E1,4.347076416E-1,-1.641498804E0,-3.675624132E-1,1.737409331E0
3.899964718E1,4.149665833E-1,-1.487660527E0,-3.810833693E-1,1.590772028E0
3.900444260E1,3.474397659E-1,-1.284729004E0,-4.442700744E-1,1.403074803E0
3.900923801E1,2.369766235E-1,-1.104509711E0,-4.580086768E-1,1.218963318E0
3.901403343E1,1.099395752E-1,-9.352527857E-1,-2.990436852E-1,9.880342145E-1
3.901882885E1,1.895046234E-2,-7.030167580E-1,-3.581330180E-2,7.041834098E-1
3.902362426E1,-2.167415619E-2,-5.371308327E-1,2.726747096E-1,6.027692740E-1
3.902841973E1,-3.586769104E-2,-3.396765888E-1,4.454028010E-1,5.612934450E-1
3.903321515E1,5.042076111E-3,-3.235786855E-1,8.060281277E-1,8.685677468E-1
3.903801057E1,5.797100067E-2,-2.500764728E-1,9.172174931E-1,9.524635472E-1
3.904280598E1,1.898012161E-1,-2.463106364E-1,1.108813882E0,1.151590924E0
3.904760140E1,2.330951691E-1,-1.860571206E-1,1.314986110E0,1.348383877E0
3.905239682E1,2.309112549E-1,-1.798311472E-1,1.445700884E0,1.475028913E0
3.905719223E1,1.832437515E-1,-1.705738604E-1,1.384471655E0,1.406924119E0
3.906198765E1,1.928405762E-1,-1.562830657E-1,1.253828764E0,1.278162139E0
3.906678307E1,1.496410370E-1,-1.491832435E-1,1.164307117E0,1.183325460E0
3.907157848E1,1.540431976E-1,-8.962519467E-2,9.594604969E-1,9.758721368E-1
3.907637390E1,1.127719879E-1,-1.111832857E-1,8.351396322E-1,8.500220289E-1
3.908116932E1,1.393604279E-2,-9.614779055E-2,6.147953272E-1,6.224242165E-1
3.908596478E1,-8.502197266E-2,-1.251456439E-1,5.836797953E-1,6.029695444E-1
3.909076020E1,-2.342576981E-1,-1.735060513E-1,7.116716504E-1,7.690627783E-1
3.909555562E1,-3.786668777E-1,-2.476437688E-1,7.470619678E-1,8.733943121E-1
3.910035104E1,-6.424493790E-1,-3.136969805E-1,5.602546930E-1,9.083128983E-1
3.910514645E1,-8.389978409E-1,-2.830451429E-1,4.296312928E-1,9.841823905E-1
3.910994187E1,-1.032883644E0,-2.515026629E-1,2.672160268E-1,1.096132573E0
3.911473729E1,-1.171501160E0,-2.454674989E-1,1.356114149E-1,1.204599401E0
3.911953270E1,-1.240533829E0,-3.103213310E-1,-1.845582128E-1,1.292008221E0
3.912432812E1,-1.304580688E0,-3.364841938E-1,-3.225376606E-1,1.385345779E0
3.912912354E1,-1.291948318E0,-3.794228733E-1,-6.345875859E-1,1.488554191E0
3.913391900E1,-1.193166733E0,-4.035676718E-1,-8.026487231E-1,1.493572459E0
3.913871442E1,-1.051319122E0,-5.523954034E-1,-6.232651472E-1,1.341220348E0
3.914350984E1,-8.783960342E-1,-6.682503223E-1,-4.122241735E-1,1.178162491E0
3.914830525E1,-6.672897339E-1,-8.038409948E-1,-2.679646015E-3,1.044721549E0
3.915310067E1,-3.678989410E-1,-8.682874441E-1,3.034092188E-1,9.906209520E-1
3.915789609E1,-4.487323761E-2,-9.259727001E-1,7.638706565E-1,1.201223305E0
3.916269150E1,1.655054092E-1,-8.692169785E-1,9.789540768E-1,1.319576175E0
3.916748692E1,2.537860870E-1,-5.953563452E-1,1.192171574E0,1.356513773E0
3.917228234E1,2.535581589E-1,-2.526856065E-1,1.374500036E0,1.420349290E0
3.917707775E1,2.079391479E-1,8.017066121E-2,1.262823582E0,1.282337484E0
3.918187317E1,2.101936340E-1,2.698607743E-1,1.184789658E0,1.233179928E0
3.918666859E1,2.578802109E-1,3.528112471E-1,1.212049007E0,1.288425697E0
3.919146400E1,3.437795639E-1,3.485930562E-1,1.040878654E0,1.150273828E0
3.919625947E1,4.319849014E-1,2.624556422E-1,8.983095288E-1,1.030754058E0
3.920105489E1,4.890308380E-1,1.304145753E-1,7.363803387E-1,8.935407798E-1
3.920585031E1,4.814987183E-1,-3.084841371E-2,5.576219559E-1,7.373838119E-1
3.921064572E1,3.760070801E-1,-1.953904182E-1,2.952193618E-1,5.164428442E-1
3.921544114E1,2.897462845E-1,-3.374367952E-1,-7.726907730E-2,4.514277467E-1
3.922023656E1,1.844167709E-1,-5.028026700E-1,-3.927844763E-1,6.641533823E-1
3.922503197E1,4.568862915E-2,-7.491173744E-1,-5.536171794E-1,9.326072447E-1
3.922982739E1,-1.144695282E-1,-1.007305145E0,-7.297584414E-1,1.249125419E0
3.923462281E1,-2.936649323E-1,-1.232021570E0,-1.088897228E0,1.670273455E0
3.923941822E1,-4.942979813E-1,-1.406697154E0,-1.251244187E0,1.946468442E0
3.924421369E1,-6.900434494E-1,-1.598422885E0,-1.410418034E0,2.240623733E0
3.924900911E1,-8.976144791E-1,-1.675690889E0,-1.707080007E0,2.554950852E0
3.925380452E1,-1.033329964E0,-1.672383547E0,-1.911234617E0,2.741797823E0
3.925859994E1,-1.104404449E0,-1.564963102E0,-1.995980501E0,2.766361665E0
3.926339536E1,-1.005688667E0,-1.444455147E0,-1.840943813E0,2.546946111E0
3.926819078E1,-6.966981888E-1,-1.301184416E0,-1.722689271E0,2.268507786E0
3.927298619E1,-2.565135956E-1,-1.070484996E0,-1.513986588E0,1.871868782E0
3.927778161E1,2.454404831E-1,-7.618117332E-1,-1.109272957E0,1.367875959E0
3.928257702E1,7.254743576E-1,-4.633480310E-1,-6.255615950E-1,1.064110779E0
3.928737244E1,1.090438843E0,-1.174562201E-1,-2.992141247E-1,1.136829770E0
3.929216786E1,1.414563656E0,2.329699546E-1,3.828525543E-3,1.433624774E0
3.929696328E1,1.669210911E0,5.188529491E-1,4.747054577E-1,1.811303045E0
3.930175869E1,1.761243820E0,8.074463606E-1,7.114719152E-1,2.064011072E0
3.930655416E1,1.755345821E0,1.036639214E0,9.912105799E-1,2.266794703E0
3.931134958E1,1.577498913E0,1.261252880E0,1.110030651E0,2.304653921E0
3.931614499E1,1.361660957E0,1.416417718E0,1.193712711E0,2.298980155E0
3.932094041E1,9.644050598E-1,1.520872593E0,1.360550284E0,2.257039574E0
3.932573583E1,5.651102066E-1,1.571810365E0,1.415483117E0,2.189413123E0
3.933053124E1,1.302413940E-1,1.568833232E0,1.385946870E0,2.097391059E0
3.933532666E1,-2.159547806E-1,1.535561562E0,1.167954683E0,1.941314997E0
3.934012208E1,-4.688568115E-1,1.486256957E0,8.157557845E-1,1.759046319E0
3.934491749E1,-6.453266144E-1,1.251505136E0,7.473875284E-1,1.594145434E0
3.934971291E1,-7.048015594E-1,8.990498185E-1,4.850457907E-1,1.241090341E0
3.935450833E1,-7.381944656E-1,4.606246948E-1,2.545135617E-1,9.065778134E-1
3.935930380E1,-6.666002274E-1,-1.529090106E-2,8.100497723E-2,6.716781082E-1
3.936409921E1,-5.665264130E-1,-4.590034485E-1,-1.629772186E-1,7.471264392E-1
3.936889463E1,-4.952468872E-1,-8.727046251E-1,-5.185284019E-1,1.129493048E0
3.937369005E1,-4.717168808E-1,-1.234786034E0,-6.419856548E-1,1.469475738E0
3.937848546E1,-4.718647003E-1,-1.487883687E0,-9.073783755E-1,1.805488764E0
3.938328088E1,-4.549503326E-1,-1.680044889E0,-9.072208405E-1,1.962799095E0
3.938807630E1,-3.277578354E-1,-1.763778806E0,-8.325552940E-1,1.977748516E0
3.939287171E1,-1.621074677E-1,-1.732570887E0,-6.498024464E-1,1.857504758E0
3.939766713E1,8.973026276E-2,-1.529551864E0,-5.096290112E-1,1.614714263E0
3.940246255E1,4.061346054E-1,-1.329396486E0,-1.513482332E-1,1.398265577E0
3.940725801E1,7.344408035E-1,-1.072204351E0,1.621965766E-1,1.309707293E0
3.941205343E1,1.148674965E0,-7.506538630E-1,4.883477092E-1,1.456509142E0
3.941684885E1,1.550645351E0,-3.717466295E-1,7.735208273E-1,1.772295413E0
3.942164426E1,1.980887413E0,-4.276467860E-2,1.114621997E0,2.273351261E0
3.942643968E1,2.288726807E0,1.887584925E-1,1.498776674E0,2.742304083E0
3.943123510E1,2.536378384E0,3.853625357E-1,1.673977137E0,3.063318306E0
3.943603051E1,2.711891174E0,5.902380347E-1,1.486234188E0,3.148273613E0
3.944082593E1,2.896554947E0,7.102816105E-1,1.419808149E0,3.303087299E0
3.944562135E1,3.009063244E0,7.957912087E-1,1.310628891E0,3.377201999E0
3.945041676E1,3.080559254E0,8.396500349E-1,1.011641264E0,3.349369425E0
3.945521218E1,3.070468903E0,8.537401557E-1,7.155191302E-1,3.266285223E0
3.946000760E1,2.947844505E0,9.022613168E-1,4.405632615E-1,3.114154572E0
3.946480301E1,2.813222885E0,9.058556557E-1,1.789556295E-1,2.960882062E0
3.946959848E1,2.745504856E0,8.739051819E-1,-1.367764622E-1,2.884478286E0
3.947439390E1,2.706376553E0,8.398072124E-1,-3.232779503E-1,2.852062207E0
3.947918932E1,2.724483967E0,7.794726491E-1,-5.412321687E-1,2.885016942E0
3.948398473E1,2.603783131E0,7.833371758E-1,-7.569782734E-1,2.822466976E0
3.948878015E1,2.411359787E0,7.074641585E-1,-1.158341169E0,2.767113265E0
3.949357557E1,2.223783970E0,6.353193521E-1,-1.531014204E0,2.773598802E0
3.949837098E1,2.041057110E0,5.356301665E-1,-1.966749668E0,2.884600156E0
3.950316640E1,1.956387997E0,4.846684933E-1,-2.244415998E0,3.016580965E0
3.950796182E1,1.859745502E0,4.107069671E-1,-2.616209507E0,3.236029316E0
3.951275723E1,1.686664581E0,2.396400571E-1,-2.774710178E0,3.255960894E0
3.951755265E1,1.554401398E0,4.606097564E-2,-3.168124437E0,3.529206394E0
3.952234812E1,1.443833828E0,-1.503009498E-1,-3.264754057E0,3.572935145E0
3.952714354E1,1.199632645E0,-2.558884621E-1,-3.346567631E0,3.564282858E0
3.953193895E1,9.486494064E-1,-4.569125772E-1,-3.375160456E0,3.535592299E0
3.953673437E1,7.482318878E-1,-5.876399875E-1,-3.561634064E0,3.686517180E0
3.954152978E1,4.978713989E-1,-7.072674036E-1,-3.513035536E0,3.617944414E0
3.954632520E1,1.091489792E-1,-8.537063599E-1,-3.314518690E0,3.424436041E0
3.955112062E1,-2.361745834E-1,-1.040708184E0,-3.160334587E0,3.335650860E0
3.955591604E1,-6.528759003E-1,-1.200896978E0,-2.957145929E0,3.257777239E0
3.956071145E1,-1.119336128E0,-1.336586475E0,-2.716290712E0,3.227632570E0
3.956550687E1,-1.661711693E0,-1.390608311E0,-2.355076790E0,3.200228728E0
3.957030229E1,-2.184137344E0,-1.475678802E0,-1.956637263E0,3.282760004E0
3.957509770E1,-2.519092560E0,-1.541673064E0,-1.734277606E0,3.424952843E0
3.957989317E1,-2.664248466E0,-1.547959685E0,-2.045678854E0,3.698540395E0
3.958468859E1,-2.591175079E0,-1.451936364E0,-2.254095793E0,3.728706926E0
3.958948400E1,-2.333804131E0,-1.345219731E0,-2.242588520E0,3.505062213E0
3.959427942E1,-1.928511620E0,-1.137413979E0,-2.137659788E0,3.095554392E0
3.959907484E1,-1.459422112E0,-8.408961296E-1,-1.772644639E0,2.445258313E0
3.960387025E1,-1.060665131E0,-4.273765683E-1,-1.416027188E0,1.820108307E0
3.960866567E1,-7.848253250E-1,-4.047697783E-2,-9.877204895E-1,1.262212717E0
3.961346109E1,-5.720148087E-1,2.721374035E-1,-7.329297066E-1,9.687340515E-1
3.961825650E1,-3.790922165E-1,4.483988881E-1,-7.153694630E-1,9.254868665E-1
3.962305192E1,-2.202901840E-1,5.980055332E-1,-6.771447659E-1,9.298727961E-1
3.962784734E1,-8.827495575E-2,6.847569346E-1,-1.090952396E0,1.291069967E0
3.963264275E1,2.432250977E-2,7.419490218E-1,-1.333450556E0,1.526161957E0
3.963743822E1,1.272821426E-1,7.908620834E-1,-1.601868868E0,1.790990633E0
3.964223364E1,1.252040863E-1,8.264968395E-1,-1.819107294E0,2.001980129E0
3.964702906E1,7.570648193E-2,8.653856516E-1,-1.890214801E0,2.080273009E0
3.965182447E1,1.953125000E-2,8.525018692E-1,-1.793162823E0,1.985591553E0
3.965661989E1,-1.462745667E-2,7.639329433E-1,-1.425285459E0,1.617172268E0
3.966141531E1,1.374435425E-2,6.904850006E-1,-1.404965997E0,1.565531186E0
3.966621072E1,1.808891296E-1,5.749482512E-1,-1.375976086E0,1.502197243E0
3.967100614E1,3.311357498E-1,4.010628164E-1,-1.219071984E0,1.325382500E0
3.967580156E1,3.735580444E-1,1.360270977E-1,-9.679116011E-1,1.046375579E0
3.968059697E1,3.487844467E-1,-7.357454300E-2,-6.778549552E-1,7.658662703E-1
3.968539239E1,1.205768585E-1,-2.103908658E-1,-4.660468400E-1,5.253596409E-1
3.969018786E1,-2.630786896E-1,-2.501035333E-1,-3.816115856E-1,5.266778679E-1
3.969498328E1,-6.920824051E-1,-2.308333516E-1,-4.533895850E-1,8.589669420E-1
3.969977869E1,-1.173552513E0,-1.382395029E-1,-5.804004669E-1,1.316510677E0
3.970457411E1,-1.630913734E0,-8.974981308E-2,-7.492021322E-1,1.797008201E0
3.970936952E1,-2.018714905E0,-6.891274452E-2,-1.098429680E0,2.299240439E0
3.971416494E1,-2.248488426E0,-1.643319130E-1,-1.504795551E0,2.710556185E0
3.971896036E1,-2.336992264E0,-3.139802814E-1,-1.873770952E0,3.011832339E0
3.972375578E1,-2.272322655E0,-5.107316971E-1,-2.236416340E0,3.228909283E0
3.972855119E1,-2.071372986E0,-7.065759897E-1,-2.161829948E0,3.076254931E0
3.973334661E1,-1.693747520E0,-1.025366545E0,-1.818385005E0,2.688248731E0
3.973814202E1,-1.180433273E0,-1.389949322E0,-9.116796255E-1,2.038759812E0
3.974293744E1,-7.229442596E-1,-1.685438991E0,-3.319478035E-1,1.863744172E0
3.974773291E1,-3.763217926E-1,-1.792454004E0,1.665091217E-1,1.839085299E0
3.975252833E1,-1.500663757E-1,-1.795130610E0,6.485459208E-1,1.914582366E0
3.975732374E1,-1.293659210E-2,-1.593866110E0,9.912570715E-1,1.877010153E0
3.976211916E1,5.672836304E-2,-1.170463920E0,1.050872684E0,1.574019470E0
3.976691458E1,8.058357239E-2,-6.191173792E-1,1.033059239E0,1.207067286E0
3.977170999E1,9.938049316E-2,-1.386436224E-1,6.760171652E-1,6.972071027E-1
3.977650541E1,1.059980392E-1,2.042407990E-1,3.952048421E-1,4.573147226E-1
3.978130083E1,7.418632507E-2,3.623961210E-1,3.215452731E-1,4.901284750E-1
